dates,a_temp,m_temp,n_temp,s_prec,a_pres,n_pres,m_pres,a_ws,m_ws,m_gust,a_humi,m_humi,n_humi,a_vis,m_vis,n_vis,a_qff,m_qff,n_qff
2014-06-17,-,33.7,24.8,20.0,-,1002.3,1005.4,-,27.7,41.8,-,96,58,-,20000,757,-,1006.9,1003.9
2014-06-18,29.7,33.7,28.5,0.0,1005.0,1002.8,1005.9,6.2,20.5,28.1,70,84,61,19448,20000,537,1006.5,1007.4,1004.3
2014-06-19,30.4,34.5,27.7,0.0,1004.5,1003.7,1007.6,10.3,17.3,25.2,69,87,54,19790,20000,4801,1006.0,1009.1,1005.2
2014-06-20,28.2,35.0,26.9,0.0,1007.4,1003.9,1008.4,6.6,27.7,37.8,82,89,56,18292,20000,3314,1009.0,1009.9,1005.5
2014-06-21,27.2,34.3,12.8,6.2,1009.4,1005.5,1009.8,4.4,18.4,24.5,87,96,58,15060,20000,1029,1011.0,1011.3,1007.1
2014-06-22,30.8,-,-,-,1007.9,-,-,6.6,-,-,71,-,-,17293,-,-,1009.4,-,-
2014-06-23,31.3,34.4,13.9,0.0,1005.6,1003.2,1007.4,8.8,15.5,22.7,65,92,55,19287,20000,6636,1007.1,1008.9,1004.8
2014-06-24,30.3,35.1,28.3,0.0,1004.7,1002.0,1006.4,7.5,20.9,29.5,71,79,55,18561,20000,1326,1006.2,1007.9,1003.5
2014-06-25,29.3,30.5,26.4,0.6,1006.7,1005.0,1009.6,5.9,24.8,34.2,75,96,69,17850,20000,2294,1008.2,1011.1,1006.6
2014-06-27,30.2,36.2,26.2,0.0,1007.9,1005.8,1010.9,6.1,17.3,22.3,74,96,48,18933,20000,4792,1009.4,1012.4,1007.4
2014-06-28,30.5,36.8,14.8,0.0,1006.7,1002.6,1008.4,5.7,19.8,29.9,71,80,45,19383,20000,1525,1008.2,1009.9,1004.2
2014-06-29,31.0,37.0,26.3,8.6,1004.5,1001.5,1006.4,5.8,22.7,32.0,70,96,44,19386,20000,992,1006.0,1007.9,1003.1
2014-06-30,31.5,34.7,25.4,0.8,1004.0,1003.5,1008.9,7.5,15.1,27.4,69,96,52,19765,20000,4108,1005.5,1010.4,1005.1
2014-06-Min,31.5,37.8,12.7,88.0,1005.7,998.2,1010.9,8.3,32.0,45.7,66,96,39,19933,20000,236,1007.2,1012.4,999.8
2014-07-01,30.8,35.2,15.1,0.0,1004.1,1006.0,1010.3,8.3,19.1,24.5,68,96,56,19880,20000,5838,1005.6,1011.8,1007.6
2014-07-02,28.5,36.1,14.7,0.2,1002.9,1005.1,1009.5,7.9,22.0,29.2,80,88,45,18832,20000,3732,1004.4,1011.0,1006.7
2014-07-03,29.5,36.7,26.8,0.0,1004.3,1001.3,1007.6,9.4,15.5,22.0,70,87,46,19829,20000,5153,1005.8,1009.1,1002.8
2014-07-04,29.8,36.9,14.7,0.0,1005.6,1001.2,1005.7,9.5,21.6,32.4,68,87,50,19812,20000,1769,1007.1,1007.2,1002.8
2014-07-05,30.5,36.1,26.1,1.8,1005.4,1002.7,1007.1,9.0,20.2,30.2,71,94,51,19815,20000,2008,1006.9,1008.6,1004.3
2014-07-06,30.6,36.1,28.1,0.0,1004.5,1003.3,1008.5,8.9,19.1,26.6,71,78,48,19797,20000,9294,1006.0,1010.0,1004.8
2014-07-07,28.9,35.3,27.6,0.0,1005.2,1002.5,1006.7,5.1,18.7,27.7,67,83,53,12650,20000,473,1006.7,1008.2,1004.0
2014-07-08,27.9,32.8,24.9,16.8,1006.7,1000.7,1004.9,4.8,27.0,36.0,80,96,64,15381,20000,526,1008.3,1006.4,1002.3
2014-07-09,28.2,34.1,26.4,0.6,1008.0,1001.6,1006.5,5.8,23.0,34.9,81,87,54,14553,20000,4122,1009.6,1008.0,1003.2
2014-07-10,28.8,33.3,28.0,0.0,1006.7,1003.7,1007.2,5.3,23.4,33.5,78,80,54,19250,20000,2622,1008.2,1008.7,1005.2
2014-07-11,29.6,34.3,28.7,0.0,1004.7,1003.6,1007.2,7.9,19.8,24.8,70,81,53,19723,20000,6243,1006.2,1008.7,1005.1
2014-07-12,28.9,35.0,27.7,0.0,1005.0,1002.3,1006.2,7.7,19.4,28.1,73,85,53,19466,20000,5265,1006.5,1007.7,1003.8
2014-07-13,27.3,36.0,12.5,119.6,1006.9,1001.6,1008.7,6.8,19.4,28.4,81,96,51,18857,20000,175,1008.5,1010.2,1003.2
2014-07-14,31.2,32.7,14.1,11.8,1007.3,1004.5,1008.4,10.0,21.6,32.0,70,96,63,19191,20000,636,1008.8,1009.9,1006.1
2014-07-15,27.6,33.8,25.2,4.8,1006.4,1005.6,1009.6,2.8,26.6,35.3,84,96,56,16152,20000,2504,1008.0,1011.1,1007.2
2014-07-16,29.7,34.3,26.0,0.0,1005.9,1004.8,1009.2,7.4,15.1,23.4,70,96,56,19771,20000,4981,1007.4,1010.7,1006.4
2014-07-17,29.8,35.3,26.7,0.0,1005.6,1002.5,1006.9,6.6,23.0,32.8,68,81,54,19433,20000,6471,1007.1,1008.4,1004.1
2014-07-18,30.1,33.2,26.3,0.2,1005.6,1003.1,1006.9,6.8,19.1,30.6,70,89,52,19618,20000,4135,1007.1,1008.4,1004.7
2014-07-19,29.2,29.8,14.6,2.2,1006.5,1005.1,1008.5,6.6,22.0,31.0,75,93,62,17934,20000,2200,1008.0,1010.0,1006.7
2014-07-20,29.2,33.9,27.7,0.2,1007.9,1005.1,1009.1,6.0,18.0,29.2,76,90,58,18079,20000,7863,1009.4,1010.6,1006.7
2014-07-21,29.3,28.8,26.1,0.2,1008.1,1005.6,1007.4,6.3,6.8,11.9,70,96,62,19191,20000,5567,1009.6,1008.9,1007.2
2014-07-22,26.6,34.1,26.1,0.0,1006.8,1003.3,1008.0,3.9,19.4,27.0,86,84,54,16481,20000,7407,1008.4,1009.5,1004.9
2014-07-23,28.0,34.8,13.8,0.0,1005.7,1003.0,1007.9,3.8,19.4,28.8,80,85,53,13056,20000,5326,1007.3,1009.4,1004.6
2014-07-24,28.6,34.5,26.8,0.0,1006.1,1002.8,1007.2,3.7,17.3,26.6,78,84,54,13668,20000,2181,1007.6,1008.7,1004.4
2014-07-25,29.5,33.9,14.1,4.0,1006.1,1003.9,1008.4,5.7,20.2,28.1,73,94,56,16901,20000,969,1007.6,1009.9,1005.5
2014-07-26,27.8,35.2,25.2,3.2,1005.0,1005.3,1009.7,4.6,24.1,33.5,70,96,52,12664,20000,1779,1006.5,1011.2,1006.9
2014-07-27,28.5,35.1,25.1,2.6,1004.8,1005.4,1010.2,4.9,24.8,35.3,79,95,52,18391,20000,1224,1006.3,1011.7,1007.0
2014-07-28,28.9,31.1,23.9,41.4,1004.3,1004.6,1009.9,6.0,19.8,29.9,80,96,68,17661,20000,378,1005.8,1011.4,1006.2
2014-07-29,29.4,34.5,24.7,37.4,1003.8,1003.5,1007.4,6.2,18.7,31.0,77,96,54,19497,20000,484,1005.3,1008.9,1005.1
2014-07-30,30.3,34.6,12.9,6.2,1005.2,1003.8,1008.0,8.0,17.3,31.0,73,96,58,19971,20000,1589,1006.7,1009.5,1005.4
2014-07-31,-,33.9,26.3,0.0,-,1003.8,1008.6,-,16.6,25.9,-,96,55,-,20000,1527,-,1010.1,1005.4
2014-07-Min,-,36.9,12.5,253.2,-,1000.7,1010.3,-,27.0,36.0,-,96,45,-,20000,175,-,1011.8,1002.3
2014-08-01,-,34.7,12.5,58.6,-,978.1,1007.2,-,25.9,40.7,-,96,56,-,20000,387,-,1008.7,979.7
2014-08-02,-,32.9,25.4,1.0,-,1002.7,1006.3,-,16.6,23.4,-,96,60,-,20000,2703,-,1007.8,1004.3
2014-08-03,-,34.3,25.2,2.0,-,1002.3,1006.2,-,15.8,26.6,-,96,57,-,20000,4371,-,1007.7,1003.9
2014-08-04,-,33.3,26.1,0.0,-,1002.0,1006.0,-,17.6,24.8,-,94,59,-,20000,5389,-,1007.5,1003.6
2014-08-05,-,32.5,28.1,0.0,-,1004.2,1005.9,-,19.1,24.8,-,85,62,-,20000,16254,-,1007.4,1005.7
2014-08-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-10,29.9,-,-,-,1007.4,-,-,6.3,-,-,75,-,-,19981,-,-,1008.9,-,-
2014-08-11,28.9,-,-,-,1009.8,-,-,5.5,-,-,80,-,-,15755,-,-,1011.4,-,-
2014-08-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-17,-,35.5,27.8,0.2,-,1005.3,1009.3,-,16.6,24.1,-,89,53,-,20000,15075,-,1010.8,1006.9
2014-08-18,-,34.5,23.7,40.8,-,1008.8,1010.2,-,20.2,28.8,-,96,59,-,20000,303,-,1011.7,1010.4
2014-08-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-08-Min,-,35.5,12.5,102.6,-,978.1,1010.2,-,25.9,40.7,-,96,53,-,20000,303,-,1011.7,979.7
2014-09-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-09-Min,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-10-Min,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-11-Min,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014-12-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-01-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-02-28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015-03-21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
